0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
-7.071068e-001	7.071068e-001	0.000000e+000	0.000000e+000
-7.071068e-001	-7.071068e-001	0.000000e+000	0.000000e+000
7.071068e-001	7.071068e-001	0.000000e+000	0.000000e+000
7.071068e-001	-7.071068e-001	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
-7.071068e-001	7.071068e-001	0.000000e+000	0.000000e+000
-7.071068e-001	-7.071068e-001	0.000000e+000	0.000000e+000
7.071068e-001	7.071068e-001	0.000000e+000	0.000000e+000
7.071068e-001	-7.071068e-001	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
-7.071068e-001	7.071068e-001	0.000000e+000	0.000000e+000
-7.071068e-001	-7.071068e-001	0.000000e+000	0.000000e+000
7.071068e-001	7.071068e-001	0.000000e+000	0.000000e+000
7.071068e-001	-7.071068e-001	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	-1.000000e+000	0.000000e+000	0.000000e+000
0.000000e+000	1.000000e+000	0.000000e+000	0.000000e+000
